Power                   Time
123.09865299960789	0.256
123.09865299960789	0.268
123.09865299960789	0.28
123.09865299960789	0.292
123.09865299960789	0.304
123.09865299960789	0.316
123.09865299960789	0.328
123.09865299960789	0.34
123.09865299960789	0.352
123.09865299960789	0.364
123.09865299960789	0.376
123.09865299960789	0.388
123.09865299960789	0.4
123.09865299960789	0.412
123.09865299960789	0.424
123.09865299960789	0.436
123.09865299960789	0.448
123.09865299960789	0.46
123.09865299960789	0.472
123.09865299960789	0.484
123.09865299960789	0.496
123.09865299960789	0.508
123.09865299960789	0.52
123.09865299960789	0.532
123.09865299960789	0.544
123.09865299960789	0.556
123.09865299960789	0.568
123.09865299960789	0.58
123.09865299960789	0.592
123.09865299960789	0.604
123.09865299960789	0.616
123.09865299960789	0.628
123.09865299960789	0.64
123.09865299960789	0.652
123.09865299960789	0.664
123.09865299960789	0.676
123.09865299960789	0.688
123.09865299960789	0.7
123.09865299960789	0.712
123.09865299960789	0.724
123.09865299960789	0.736
123.09865299960789	0.748
123.09865299960789	0.76
123.09865299960789	0.772
123.09865299960789	0.784
123.09865299960789	0.796
123.09865299960789	0.808
123.09865299960789	0.82
123.09865299960789	0.832
123.09865299960789	0.844
123.09865299960789	0.856
123.09865299960789	0.868
123.09865299960789	0.88
123.09865299960789	0.892
123.09865299960789	0.904
123.09865299960789	0.916
123.09865299960789	0.928
123.09865299960789	0.94
123.09865299960789	0.952
123.09865299960789	0.964
123.09865299960789	0.976
123.09865299960789	0.988
123.09865299960789	1.0
123.09865299960789	1.012
123.09865299960789	1.024
123.09865299960789	1.036
123.09865299960789	1.048
123.09865299960789	1.06
123.09865299960789	1.072
123.09865299960789	1.084
123.09865299960789	1.096
123.09865299960789	1.108
123.09865299960789	1.12
123.09865299960789	1.132
123.09865299960789	1.144
123.09865299960789	1.156
123.09865299960789	1.168
123.09865299960789	1.18
123.09865299960789	1.192
123.09865299960789	1.204
123.09865299960789	1.216
123.09865299960789	1.228
123.09865299960789	1.24
123.09865299960789	1.252
123.09865299960789	1.264
123.09865299960789	1.276
123.09865299960789	1.288
123.09865299960789	1.3
123.09865299960789	1.312
123.09865299960789	1.324
123.09865299960789	1.336
123.09865299960789	1.348
123.09865299960789	1.36
123.09865299960789	1.372
123.09865299960789	1.384
123.09865299960789	1.396
